,iic,n_iic,label,prior
GO:2000982,13.735307133193952,0.9936725532283297,positive regulation of inner ear receptor cell differentiation,BIOP
GO:1901933,13.822769974444292,1.0,bicyclogermacrene catabolic process,BIOP
GO:1904619,13.50084187955693,0.9767103051354724,response to dimethyl sulfoxide,BIOP
GO:0035623,13.822769974444292,1.0,renal D-glucose absorption,BIOP
GO:1903829,11.213960731768768,0.8112672606504542,positive regulation of protein localization,BIOP
GO:0009987,2.092724471565091,0.151396896239621,cellular process,BIOP
GO:0021960,13.822769974444292,1.0,anterior commissure morphogenesis,BIOP
GO:0033600,13.822769974444292,1.0,negative regulation of mammary gland epithelial cell proliferation,BIOP
GO:0061911,13.822769974444292,1.0,amphisome-lysosome fusion,BIOP
GO:0040005,13.822769974444292,1.0,chitin-based cuticle attachment to epithelium,BIOP
GO:0042140,13.822769974444292,1.0,late meiotic recombination nodule assembly,BIOP
GO:0043705,13.822769974444292,1.0,cyanophycin metabolic process,BIOP
GO:0019526,13.748769393000515,0.994646472336544,pentitol biosynthetic process,BIOP
GO:1900295,13.670766880999242,0.9890034274081045,negative regulation of heptasaccharide transport,BIOP
GO:0000409,13.662305302251045,0.9883912795705987,regulation of transcription by galactose,BIOP
GO:0009219,12.78529526902563,0.924944514931757,pyrimidine deoxyribonucleotide metabolic process,BIOP
GO:0034251,13.50084187955693,0.9767103051354724,regulation of amide catabolic process,BIOP
GO:0018174,13.822769974444292,1.0,protein-heme P460 linkage,BIOP
GO:0050817,13.085804380278086,0.9466846662768232,coagulation,BIOP
GO:1902853,13.822769974444292,1.0,negative regulation of nuclear migration during mitotic telophase,BIOP
GO:0072065,13.559735568610497,0.9809709337332463,long descending thin limb bend development,BIOP
GO:0048093,13.822769974444292,1.0,positive regulation of male pigmentation,BIOP
GO:1990555,13.822769974444292,1.0,mitochondrial oxaloacetate transmembrane transport,BIOP
GO:0031444,13.822769974444292,1.0,slow-twitch skeletal muscle fiber contraction,BIOP
GO:0007310,13.559735568610497,0.9809709337332463,oocyte dorsal/ventral axis specification,BIOP
GO:0003411,13.822769974444292,1.0,cell motility involved in camera-type eye morphogenesis,BIOP
GO:0021942,13.822769974444292,1.0,radial glia guided migration of Purkinje cell,BIOP
GO:0009588,13.822769974444292,1.0,"UV-A, blue light phototransduction",BIOP
GO:0019398,13.822769974444292,1.0,gallate catabolic process via gallate dioxygenase activity,BIOP
GO:0051684,13.822769974444292,1.0,maintenance of Golgi location,BIOP
GO:1903434,13.822769974444292,1.0,negative regulation of constitutive secretory pathway,BIOP
GO:1900663,13.822769974444292,1.0,positive regulation of emericellamide A biosynthetic process,BIOP
GO:0090154,13.766186446077924,0.995906498591022,positive regulation of sphingolipid biosynthetic process,BIOP
GO:0043536,13.735307133193952,0.9936725532283297,positive regulation of blood vessel endothelial cell migration,BIOP
GO:0031017,13.822769974444292,1.0,exocrine pancreas development,BIOP
GO:0042401,12.015415052386688,0.8692479925948949,biogenic amine biosynthetic process,BIOP
GO:0035002,13.822769974444292,1.0,"liquid clearance, open tracheal system",BIOP
GO:0050905,12.822769974444292,0.9276556000100694,neuromuscular process,BIOP
GO:1900961,13.707292757024357,0.9916458699932481,positive regulation of 17-methylnonadec-1-ene metabolic process,BIOP
GO:0031170,13.65284497300198,0.9877068777273679,ferricrocin metabolic process,BIOP
GO:0034463,13.822769974444292,1.0,90S preribosome assembly,BIOP
GO:1904584,13.822769974444292,1.0,cellular response to polyamine macromolecule,BIOP
GO:0015945,13.237807473723135,0.9576812388687187,methanol metabolic process,BIOP
GO:2001013,13.559735568610497,0.9809709337332463,epithelial cell proliferation involved in renal tubule morphogenesis,BIOP
GO:0140196,13.822769974444292,1.0,positive regulation of adenylate cyclase-activating adrenergic receptor signaling pathway involved in heart process,BIOP
GO:0031671,13.822769974444292,1.0,primary cell septum biogenesis,BIOP
GO:0046503,12.670766880999242,0.916659027418174,glycerolipid catabolic process,BIOP
GO:0036337,13.822769974444292,1.0,Fas signaling pathway,BIOP
GO:0034373,13.822769974444292,1.0,intermediate-density lipoprotein particle remodeling,BIOP
GO:1904197,13.822769974444292,1.0,positive regulation of granulosa cell proliferation,BIOP
GO:0045966,13.752380646552893,0.9949077263080023,positive regulation of ecdysteroid metabolic process,BIOP
GO:1901156,13.600377553107844,0.9839111537161068,neomycin metabolic process,BIOP
GO:0009098,13.822769974444292,1.0,L-leucine biosynthetic process,BIOP
GO:0043314,13.822769974444292,1.0,negative regulation of neutrophil degranulation,BIOP
GO:0010788,13.822769974444292,1.0,"COPI coating of Golgi vesicle, cis-Golgi to rough ER",BIOP
GO:0031025,13.822769974444292,1.0,equatorial microtubule organizing center disassembly,BIOP
GO:1905604,13.822769974444292,1.0,negative regulation of blood-brain barrier permeability,BIOP
GO:1903064,13.822769974444292,1.0,positive regulation of reverse cholesterol transport,BIOP
GO:0050981,13.170693277864599,0.9528259026385262,detection of electrical stimulus,BIOP
GO:0010105,13.822769974444292,1.0,negative regulation of ethylene-activated signaling pathway,BIOP
GO:0033521,13.822769974444292,1.0,phytyl diphosphate biosynthetic process,BIOP
GO:0036109,13.822769974444292,1.0,alpha-linolenic acid metabolic process,BIOP
GO:1902132,13.822769974444292,1.0,(+)-lariciresinol biosynthetic process,BIOP
GO:0043542,12.822769974444292,0.9276556000100694,endothelial cell migration,BIOP
GO:1990417,13.822769974444292,1.0,snoRNA release from pre-rRNA,BIOP
GO:0060696,13.435746851335045,0.9720010443764325,regulation of phospholipid catabolic process,BIOP
GO:0043402,13.822769974444292,1.0,glucocorticoid mediated signaling pathway,BIOP
GO:0032024,13.784295826629656,0.9972166108612263,positive regulation of insulin secretion,BIOP
GO:0071308,13.822769974444292,1.0,cellular response to menaquinone,BIOP
GO:0002333,13.822769974444292,1.0,transitional one stage B cell differentiation,BIOP
GO:0019537,13.822769974444292,1.0,vibriobactin biosynthetic process,BIOP
GO:0003244,13.822769974444292,1.0,radial growth involved in right ventricle morphogenesis,BIOP
GO:0075137,13.822769974444292,1.0,response to host redox environment,BIOP
GO:0010593,13.822769974444292,1.0,negative regulation of lamellipodium assembly,BIOP
GO:2000453,13.822769974444292,1.0,"negative regulation of CD8-positive, alpha-beta cytotoxic T cell extravasation",BIOP
GO:0090472,13.444258351190562,0.9726168037264943,dibasic protein processing,BIOP
GO:0019072,12.600377553107844,0.9115667537261763,viral genome packaging,BIOP
GO:0010096,13.822769974444292,1.0,specification of sepal identity,BIOP
GO:2000333,13.707292757024357,0.9916458699932481,negative regulation of blood microparticle formation,BIOP
GO:0033398,13.662305302251045,0.9883912795705987,zeatin biosynthetic process,BIOP
GO:0000353,13.822769974444292,1.0,formation of quadruple SL/U4/U5/U6 snRNP,BIOP
GO:0009217,13.645892212360213,0.9872038844304656,purine deoxyribonucleoside triphosphate catabolic process,BIOP
GO:0097191,13.292255257745511,0.9616202311345987,extrinsic apoptotic signaling pathway,BIOP
GO:0106070,13.444258351190562,0.9726168037264943,regulation of adenylate cyclase-activating G protein-coupled receptor signaling pathway,BIOP
GO:0036460,13.822769974444292,1.0,cellular response to cell envelope stress,BIOP
GO:0048026,13.779701252552405,0.9968842191563982,"positive regulation of mRNA splicing, via spliceosome",BIOP
GO:0120009,13.444258351190562,0.9726168037264943,intermembrane lipid transfer,BIOP
GO:0014730,13.822769974444292,1.0,skeletal muscle regeneration at neuromuscular junction,BIOP
GO:0046671,13.707292757024357,0.9916458699932481,negative regulation of retinal cell programmed cell death,BIOP
GO:0034184,13.638345403306865,0.9866579150576625,positive regulation of maintenance of mitotic sister chromatid cohesion,BIOP
GO:0046879,11.875237394338427,0.8591069240313999,hormone secretion,BIOP
GO:1904716,13.822769974444292,1.0,positive regulation of chaperone-mediated autophagy,BIOP
GO:0150074,13.822769974444292,1.0,positive regulation of protein-glutamine gamma-glutamyltransferase activity,BIOP
GO:1902253,13.481733056609224,0.9753278888048068,regulation of intrinsic apoptotic signaling pathway by p53 class mediator,BIOP
GO:0045964,13.72966057005281,0.9932640560058784,positive regulation of dopamine metabolic process,BIOP
GO:0106272,13.822769974444292,1.0,protein localization to ERGIC,BIOP
GO:0048158,13.822769974444292,1.0,oogonium stage,BIOP
GO:0021721,13.822769974444292,1.0,superior olivary nucleus structural organization,BIOP
GO:1902441,13.822769974444292,1.0,protein localization to meiotic spindle pole body,BIOP
GO:0002617,13.822769974444292,1.0,negative regulation of macrophage antigen processing and presentation,BIOP
GO:0051143,13.444258351190562,0.9726168037264943,propanediol metabolic process,BIOP
GO:0060537,11.974773067889341,0.8663077726120344,muscle tissue development,BIOP
GO:0052372,12.685266450694357,0.9177079900878793,modulation by symbiont of entry into host,BIOP
GO:0010894,12.983234646637538,0.9392643204394707,negative regulation of steroid biosynthetic process,BIOP
GO:0031101,13.822769974444292,1.0,fin regeneration,BIOP
GO:0046040,13.591444428337836,0.9832648921645855,IMP metabolic process,BIOP
GO:0045487,13.822769974444292,1.0,gibberellin catabolic process,BIOP
GO:0010289,13.822769974444292,1.0,homogalacturonan biosynthetic process,BIOP
GO:0030538,13.822769974444292,1.0,embryonic genitalia morphogenesis,BIOP
GO:0046286,13.822769974444292,1.0,flavonoid phytoalexin catabolic process,BIOP
GO:1901968,13.822769974444292,1.0,regulation of polynucleotide 3'-phosphatase activity,BIOP
GO:1902404,13.822769974444292,1.0,mitotic actomyosin contractile ring contraction,BIOP
GO:0072313,13.533263357249307,0.9790558174859143,metanephric glomerular epithelial cell development,BIOP
GO:0043242,12.621136113274641,0.9130685193060981,negative regulation of protein-containing complex disassembly,BIOP
GO:0007560,12.33734314727405,0.8925376874594225,imaginal disc morphogenesis,BIOP
GO:1905817,13.822769974444292,1.0,positive regulation of dorsal/ventral axon guidance,BIOP
GO:0033122,13.770302554550156,0.9962042759887391,negative regulation of purine nucleotide catabolic process,BIOP
GO:0036395,13.822769974444292,1.0,pancreatic amylase secretion,BIOP
GO:0060892,13.822769974444292,1.0,limb basal epidermal cell fate specification,BIOP
GO:0002833,10.222857132257165,0.7395664654159267,positive regulation of response to biotic stimulus,BIOP
GO:0006555,13.067882472280823,0.9453881165960865,methionine metabolic process,BIOP
GO:0051756,13.822769974444292,1.0,meiotic sister chromatid centromere separation,BIOP
GO:0034030,13.61126586925058,0.9846988624143538,ribonucleoside bisphosphate biosynthetic process,BIOP
GO:0055115,13.237807473723135,0.9576812388687187,entry into diapause,BIOP
GO:0010446,13.559735568610497,0.9809709337332463,response to alkaline pH,BIOP
GO:0002901,13.822769974444292,1.0,mature B cell apoptotic process,BIOP
GO:0009864,13.822769974444292,1.0,"induced systemic resistance, jasmonic acid mediated signaling pathway",BIOP
GO:0021837,13.822769974444292,1.0,motogenic signaling involved in postnatal olfactory bulb interneuron migration,BIOP
GO:1902637,13.822769974444292,1.0,neural crest cell differentiation involved in thymus development,BIOP
GO:0008211,13.460199895059583,0.9737700851526118,glucocorticoid metabolic process,BIOP
GO:2000145,9.735307133193952,0.7042949532686075,regulation of cell motility,BIOP
GO:0140479,13.822769974444292,1.0,ergothioneine biosynthesis from histidine via hercynylcysteine sulfoxide synthase,BIOP
GO:0016236,12.38219738305831,0.8957826402342418,macroautophagy,BIOP
GO:1905693,13.65284497300198,0.9877068777273679,regulation of phosphatidic acid biosynthetic process,BIOP
GO:0032622,13.822769974444292,1.0,interleukin-19 production,BIOP
GO:1905127,13.822769974444292,1.0,negative regulation of axo-dendritic protein transport,BIOP
GO:0001913,13.723234300893377,0.9927991514193655,T cell mediated cytotoxicity,BIOP
GO:0039708,13.822769974444292,1.0,nuclear capsid assembly,BIOP
GO:0006315,13.822769974444292,1.0,homing of group II introns,BIOP
GO:0061450,13.822769974444292,1.0,trophoblast cell migration,BIOP
GO:0040003,12.974773067889341,0.9386521726019649,chitin-based cuticle development,BIOP
GO:0043279,12.444258351190562,0.9002724037365638,response to alkaloid,BIOP
GO:0032874,13.763876285390722,0.995739371402226,positive regulation of stress-activated MAPK cascade,BIOP
GO:0010027,13.630124896501895,0.9860632074252439,thylakoid membrane organization,BIOP
GO:0097499,13.444258351190562,0.9726168037264943,protein localization to non-motile cilium,BIOP
GO:1900159,13.822769974444292,1.0,positive regulation of bone mineralization involved in bone maturation,BIOP
GO:0021635,13.822769974444292,1.0,trigeminal nerve maturation,BIOP
GO:0048899,13.822769974444292,1.0,anterior lateral line development,BIOP
GO:0048894,13.616319096976866,0.9850644351422244,efferent axon development in a lateral line nerve,BIOP
GO:0060925,13.822769974444292,1.0,ventricular cardiac muscle cell fate commitment,BIOP
GO:0180037,13.822769974444292,1.0,rapid tRNA decay,BIOP
GO:0099550,13.194738751831249,0.9545654580251169,"trans-synaptic signaling, modulating synaptic transmission",BIOP
GO:1900212,13.744767462443019,0.9943569550715605,negative regulation of mesenchymal cell apoptotic process involved in metanephros development,BIOP
GO:0002397,13.822769974444292,1.0,MHC class I protein complex assembly,BIOP
GO:0033690,13.822769974444292,1.0,positive regulation of osteoblast proliferation,BIOP
GO:0003194,13.822769974444292,1.0,sinoatrial valve formation,BIOP
GO:0080058,13.822769974444292,1.0,protein deglutathionylation,BIOP
GO:0046521,13.600377553107844,0.9839111537161068,sphingoid catabolic process,BIOP
GO:0141017,13.822769974444292,1.0,effector-mediated induction of cell cycle reactivation in host,BIOP
GO:0032745,13.822769974444292,1.0,positive regulation of interleukin-21 production,BIOP
GO:0045464,13.822769974444292,1.0,R8 cell fate specification,BIOP
GO:0021940,13.822769974444292,1.0,positive regulation of cerebellar granule cell precursor proliferation,BIOP
GO:0071641,13.822769974444292,1.0,negative regulation of macrophage inflammatory protein 1 alpha production,BIOP
GO:0120072,13.822769974444292,1.0,positive regulation of pyloric antrum smooth muscle contraction,BIOP
GO:0071344,13.822769974444292,1.0,diphosphate metabolic process,BIOP
GO:0110043,13.822769974444292,1.0,positive regulation of nematode pharynx morphogenesis,BIOP
GO:0060408,13.50084187955693,0.9767103051354724,regulation of acetylcholine metabolic process,BIOP
GO:1904425,13.822769974444292,1.0,negative regulation of GTP binding,BIOP
GO:1901281,13.822769974444292,1.0,fructoselysine catabolic process,BIOP
GO:0006567,13.608645169091444,0.9845092694337876,threonine catabolic process,BIOP
GO:1903311,11.685266450694357,0.8453635900979487,regulation of mRNA metabolic process,BIOP
GO:0097439,13.50084187955693,0.9767103051354724,acquisition of desiccation tolerance,BIOP
GO:0009645,13.308196801614534,0.9627735125607163,response to low light intensity stimulus,BIOP
GO:0035760,13.822769974444292,1.0,cytoplasmic polyadenylation-dependent rRNA catabolic process,BIOP
GO:1902071,13.559735568610497,0.9809709337332463,regulation of hypoxia-inducible factor-1alpha signaling pathway,BIOP
GO:0042632,13.822769974444292,1.0,cholesterol homeostasis,BIOP
GO:0097334,13.822769974444292,1.0,response to perphenazine,BIOP
GO:0071446,13.822769974444292,1.0,cellular response to salicylic acid stimulus,BIOP
GO:0060891,13.822769974444292,1.0,limb granular cell differentiation,BIOP
GO:0052838,13.600377553107844,0.9839111537161068,thiazole metabolic process,BIOP
GO:0055075,13.630124896501895,0.9860632074252439,potassium ion homeostasis,BIOP
GO:1905613,13.308196801614534,0.9627735125607163,regulation of developmental vegetative growth,BIOP
GO:0006978,13.822769974444292,1.0,"DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator",BIOP
GO:0051895,13.822769974444292,1.0,negative regulation of focal adhesion assembly,BIOP
GO:0003010,13.237807473723135,0.9576812388687187,voluntary skeletal muscle contraction,BIOP
GO:0072705,13.822769974444292,1.0,cellular response to mercaptoethanol,BIOP
GO:0072688,13.822769974444292,1.0,SHREC complex localization,BIOP
GO:0003286,13.822769974444292,1.0,atrial septum intermedium development,BIOP
GO:0032064,13.822769974444292,1.0,positive regulation of translational initiation in response to osmotic stress,BIOP
GO:0006953,13.630124896501895,0.9860632074252439,acute-phase response,BIOP
GO:1904560,13.65284497300198,0.9877068777273679,response to diphenidol,BIOP
GO:0045835,13.581761874940497,0.9825644136486845,negative regulation of meiotic nuclear division,BIOP
GO:0042886,10.257985355660766,0.7421077956607726,amide transport,BIOP
GO:0071306,13.822769974444292,1.0,cellular response to vitamin E,BIOP
GO:0060121,13.822769974444292,1.0,vestibular receptor cell stereocilium organization,BIOP
GO:0009553,13.822769974444292,1.0,embryo sac development,BIOP
GO:2000449,13.481733056609224,0.9753278888048068,"regulation of CD8-positive, alpha-beta T cell extravasation",BIOP
GO:1904343,13.822769974444292,1.0,positive regulation of colon smooth muscle contraction,BIOP
GO:0046782,13.33734314727405,0.9648820874493531,regulation of viral transcription,BIOP
GO:0022012,12.948300856528151,0.936737056354633,subpallium cell proliferation in forebrain,BIOP
GO:1903894,13.630124896501895,0.9860632074252439,regulation of IRE1-mediated unfolded protein response,BIOP
GO:0010090,13.822769974444292,1.0,trichome morphogenesis,BIOP
GO:0045708,13.460199895059583,0.9737700851526118,regulation of larval salivary gland boundary specification,BIOP
GO:0009813,12.237807473723135,0.8853368388787881,flavonoid biosynthetic process,BIOP
GO:0044795,13.822769974444292,1.0,trans-Golgi network to recycling endosome transport,BIOP
GO:0062223,12.974773067889341,0.9386521726019649,regulation of somatic muscle development,BIOP
GO:0099537,10.122330256303199,0.7322939088921749,trans-synaptic signaling,BIOP
GO:0018377,13.697239092360434,0.9909185436554365,protein myristoylation,BIOP
GO:0072184,13.822769974444292,1.0,renal vesicle progenitor cell differentiation,BIOP
GO:0070943,13.670766880999242,0.9890034274081045,neutrophil-mediated killing of symbiont cell,BIOP
GO:0090391,13.822769974444292,1.0,granum assembly,BIOP
GO:0046844,13.822769974444292,1.0,chorion micropyle formation,BIOP
GO:1903461,13.822769974444292,1.0,Okazaki fragment processing involved in mitotic DNA replication,BIOP
GO:0033993,9.75668078398652,0.70584121721079,response to lipid,BIOP
GO:0031155,13.170693277864599,0.9528259026385262,regulation of reproductive fruiting body development,BIOP
GO:0061545,13.723234300893377,0.9927991514193655,tyramine secretion,BIOP
GO:0033661,13.822769974444292,1.0,effector-mediated defense to host-produced reactive oxygen species,BIOP
GO:1900523,13.822769974444292,1.0,positive regulation of response to amylopectin,BIOP
GO:0016054,9.140945934470546,0.6612962489696667,organic acid catabolic process,BIOP
GO:0019547,13.822769974444292,1.0,arginine catabolic process to ornithine,BIOP
GO:0008063,13.822769974444292,1.0,Toll signaling pathway,BIOP
GO:1901079,13.559735568610497,0.9809709337332463,positive regulation of relaxation of muscle,BIOP
GO:1903090,13.723234300893377,0.9927991514193655,pyridoxal transmembrane transport,BIOP
GO:0010432,13.822769974444292,1.0,bract development,BIOP
GO:0010384,13.37531099747307,0.9676288487909088,cell wall proteoglycan metabolic process,BIOP
GO:0046709,13.822769974444292,1.0,IDP catabolic process,BIOP
GO:0032603,13.822769974444292,1.0,fractalkine production,BIOP
GO:0044719,13.33734314727405,0.9648820874493531,regulation of imaginal disc-derived wing size,BIOP
GO:1905890,13.407732475165448,0.9699743611413508,regulation of cellular response to very-low-density lipoprotein particle stimulus,BIOP
GO:0046338,13.822769974444292,1.0,phosphatidylethanolamine catabolic process,BIOP
GO:2000413,13.630124896501895,0.9860632074252439,regulation of fibronectin-dependent thymocyte migration,BIOP
GO:0150093,13.822769974444292,1.0,amyloid-beta clearance by transcytosis,BIOP
GO:0048702,13.822769974444292,1.0,embryonic neurocranium morphogenesis,BIOP
GO:0061549,13.822769974444292,1.0,sympathetic ganglion development,BIOP
GO:1900761,13.533263357249307,0.9790558174859143,averantin metabolic process,BIOP
GO:0018109,13.822769974444292,1.0,peptidyl-arginine phosphorylation,BIOP
GO:0048608,11.122330256303199,0.8046383088821054,reproductive structure development,BIOP
GO:0044491,13.460199895059583,0.9737700851526118,positive regulation of molecular function in another organism,BIOP
GO:0061789,13.822769974444292,1.0,dense core granule priming,BIOP
GO:0061648,13.822769974444292,1.0,tooth replacement,BIOP
GO:0080029,13.685266450694357,0.9900523900778098,cellular response to boron-containing substance levels,BIOP
GO:0036271,13.822769974444292,1.0,response to methylphenidate,BIOP
GO:0060507,13.822769974444292,1.0,epidermal growth factor receptor signaling pathway involved in lung development,BIOP
GO:1901022,13.581761874940497,0.9825644136486845,4-hydroxyphenylacetate metabolic process,BIOP
GO:0060622,13.770302554550156,0.9962042759887391,regulation of ascospore wall beta-glucan biosynthetic process,BIOP
GO:0051580,12.308196801614534,0.8904291125707857,regulation of neurotransmitter uptake,BIOP
GO:0003392,13.50084187955693,0.9767103051354724,cell adhesion involved in retrograde extension,BIOP
GO:0032668,13.630124896501895,0.9860632074252439,regulation of interleukin-24 production,BIOP
GO:0046038,13.748769393000515,0.994646472336544,GMP catabolic process,BIOP
GO:0070758,13.581761874940497,0.9825644136486845,regulation of interleukin-35-mediated signaling pathway,BIOP
GO:0070342,13.822769974444292,1.0,brown fat cell proliferation,BIOP
GO:0060685,13.600377553107844,0.9839111537161068,regulation of prostatic bud formation,BIOP
GO:0090295,13.789603110509093,0.9976005631290604,nitrogen catabolite repression of transcription,BIOP
GO:0070156,13.822769974444292,1.0,mitochondrial phenylalanyl-tRNA aminoacylation,BIOP
GO:2000885,13.822769974444292,1.0,galactoglucomannan catabolic process,BIOP
GO:1903743,13.822769974444292,1.0,negative regulation of anterograde synaptic vesicle transport,BIOP
GO:0071233,13.822769974444292,1.0,cellular response to L-leucine,BIOP
GO:0046213,13.822769974444292,1.0,methyl ethyl ketone catabolic process,BIOP
GO:0051785,13.407732475165448,0.9699743611413508,positive regulation of nuclear division,BIOP
GO:0045609,13.822769974444292,1.0,positive regulation of inner ear auditory receptor cell differentiation,BIOP
GO:0097326,13.822769974444292,1.0,melanocyte adhesion,BIOP
GO:0039017,12.974773067889341,0.9386521726019649,pattern specification involved in pronephros development,BIOP
GO:1903774,13.822769974444292,1.0,positive regulation of viral budding via host ESCRT complex,BIOP
GO:0042915,13.822769974444292,1.0,group A colicin transport,BIOP
GO:0006402,13.20979309755354,0.955654555633637,mRNA catabolic process,BIOP
GO:0043688,13.822769974444292,1.0,conversion of aspartyl-tRNA to asparaginyl-tRNA,BIOP
GO:0040009,13.33734314727405,0.9648820874493531,regulation of growth rate,BIOP
GO:0071333,13.822769974444292,1.0,cellular response to glucose stimulus,BIOP
GO:1900218,13.822769974444292,1.0,negative regulation of apoptotic process involved in metanephric nephron tubule development,BIOP
GO:1901919,13.822769974444292,1.0,positive regulation of exoribonuclease activity,BIOP
GO:0072426,13.707292757024357,0.9916458699932481,response to G2 DNA damage checkpoint signaling,BIOP
GO:0072265,13.822769974444292,1.0,metanephric capsule morphogenesis,BIOP
GO:0061447,13.822769974444292,1.0,endocardial cushion cell fate specification,BIOP
GO:0002686,12.822769974444292,0.9276556000100694,negative regulation of leukocyte migration,BIOP
GO:0001795,13.822769974444292,1.0,type IIb hypersensitivity,BIOP
GO:0010711,13.822769974444292,1.0,negative regulation of collagen catabolic process,BIOP
GO:1901792,13.822769974444292,1.0,"3-(2,3-dihydroxyphenyl)propanoate biosynthetic process",BIOP
GO:1900617,13.822769974444292,1.0,emericellamide A biosynthetic process,BIOP
GO:0019619,13.70247574072658,0.9912973858394437,"3,4-dihydroxybenzoate catabolic process",BIOP
GO:1904058,13.822769974444292,1.0,positive regulation of sensory perception of pain,BIOP
GO:0055010,13.170693277864599,0.9528259026385262,ventricular cardiac muscle tissue morphogenesis,BIOP
GO:2000649,9.915879378835774,0.7173583440343994,regulation of sodium ion transmembrane transporter activity,BIOP
GO:2000066,13.822769974444292,1.0,positive regulation of cortisol biosynthetic process,BIOP
GO:1900497,13.70247574072658,0.9912973858394437,regulation of butyryl-CoA catabolic process to butanol,BIOP
GO:0010393,12.430452551665532,0.8992736314535441,galacturonan metabolic process,BIOP
GO:0071721,13.822769974444292,1.0,sodium-independent thromboxane transport,BIOP
GO:0061121,13.581761874940497,0.9825644136486845,regulation of positive chemotaxis to cAMP by DIF-2,BIOP
GO:0051190,13.822769974444292,1.0,prosthetic group catabolic process,BIOP
GO:1900458,13.822769974444292,1.0,negative regulation of brassinosteroid mediated signaling pathway,BIOP
GO:0046724,13.822769974444292,1.0,oxalic acid secretion,BIOP
GO:0031169,13.735307133193952,0.9936725532283297,ferrichrome biosynthetic process,BIOP
GO:0044208,13.822769974444292,1.0,'de novo' AMP biosynthetic process,BIOP
GO:0046401,13.630124896501895,0.9860632074252439,lipopolysaccharide core region metabolic process,BIOP
GO:0051331,13.822769974444292,1.0,meiotic G2 phase,BIOP
GO:0030835,13.732572165472714,0.9934746936295449,negative regulation of actin filament depolymerization,BIOP
GO:0000296,13.630124896501895,0.9860632074252439,spermine transport,BIOP
GO:0042675,13.822769974444292,1.0,compound eye cone cell differentiation,BIOP
GO:0034125,13.822769974444292,1.0,negative regulation of MyD88-dependent toll-like receptor signaling pathway,BIOP
GO:0048744,13.822769974444292,1.0,negative regulation of skeletal muscle fiber development,BIOP
GO:0061337,13.50084187955693,0.9767103051354724,cardiac conduction,BIOP
GO:1904338,13.50084187955693,0.9767103051354724,regulation of dopaminergic neuron differentiation,BIOP
GO:0051725,13.533263357249307,0.9790558174859143,protein de-ADP-ribosylation,BIOP
GO:0120305,11.015415052386688,0.7969035926049644,regulation of pigmentation,BIOP
GO:0003099,13.33734314727405,0.9648820874493531,positive regulation of the force of heart contraction by chemical signal,BIOP
GO:0060794,13.015415052386688,0.9415923925848255,leaflet morphogenesis,BIOP
GO:1903292,13.822769974444292,1.0,protein localization to Golgi membrane,BIOP
GO:0009423,13.822769974444292,1.0,chorismate biosynthetic process,BIOP
GO:1904843,13.822769974444292,1.0,cellular response to nitroglycerin,BIOP
GO:2000841,13.822769974444292,1.0,negative regulation of dehydroepiandrosterone secretion,BIOP
GO:0032636,13.822769974444292,1.0,interleukin-7 production,BIOP
GO:0035901,13.822769974444292,1.0,cellular response to isolation stress,BIOP
GO:0051977,13.670766880999242,0.9890034274081045,lysophospholipid transport,BIOP
GO:0021889,13.822769974444292,1.0,olfactory bulb interneuron differentiation,BIOP
GO:0035181,13.822769974444292,1.0,larval burrowing behavior,BIOP
GO:0007455,13.822769974444292,1.0,eye-antennal disc morphogenesis,BIOP
GO:0010964,13.65284497300198,0.9877068777273679,regulation of regulatory ncRNA-mediated heterochromatin formation,BIOP
GO:0061502,13.822769974444292,1.0,early endosome to recycling endosome transport,BIOP
GO:0043297,13.822769974444292,1.0,apical junction assembly,BIOP
GO:0015878,13.71585477052778,0.9922652837228589,biotin transport,BIOP
GO:1905049,12.822769974444292,0.9276556000100694,negative regulation of metallopeptidase activity,BIOP
GO:1900260,13.822769974444292,1.0,negative regulation of RNA-dependent RNA polymerase activity,BIOP
GO:0072497,13.308196801614534,0.9627735125607163,mesenchymal stem cell differentiation,BIOP
GO:1900010,12.822769974444292,0.9276556000100694,regulation of corticotropin-releasing hormone receptor activity,BIOP
GO:0019546,13.822769974444292,1.0,arginine deiminase pathway,BIOP
GO:0019626,13.571231207448328,0.98180257882747,short-chain fatty acid catabolic process,BIOP
GO:0046392,13.822769974444292,1.0,galactarate catabolic process,BIOP
GO:1905410,13.723234300893377,0.9927991514193655,regulation of mitotic cohesin unloading,BIOP
GO:0007639,13.822769974444292,1.0,homeostasis of number of meristem cells,BIOP
GO:0018216,13.64219772880247,0.9869366092342081,peptidyl-arginine methylation,BIOP
GO:1900588,13.559735568610497,0.9809709337332463,violaceol I metabolic process,BIOP
GO:0036503,13.752380646552893,0.9949077263080023,ERAD pathway,BIOP
GO:0010695,13.460199895059583,0.9737700851526118,regulation of mitotic spindle pole body separation,BIOP
GO:1905344,13.822769974444292,1.0,prostaglandin catabolic process,BIOP
GO:0006742,13.822769974444292,1.0,NADP catabolic process,BIOP
GO:0120007,13.822769974444292,1.0,negative regulation of glutamatergic neuron differentiation,BIOP
GO:0099612,13.50084187955693,0.9767103051354724,protein localization to axon,BIOP
GO:0075254,13.822769974444292,1.0,negative regulation of uredospore formation,BIOP
