,iic
forskolin,0.983565603416541
forward,0.9592346466545647
fosmidomycin,1.0
founder,1.0
fountain,1.0
fourth,1.0
foveolar,1.0
foxo,1.0
fractalkine,0.9837134245873349
fraction,0.9718043453637711
fragment,0.9862845154123228
fragmentation,0.9821522653484239
frameshift,1.0
frameshifting,0.9860964879627201
fraxetin,1.0
free,0.8428441795053476
freezing,0.9791919282315019
frequency,0.9812887680320387
frizzled,0.9791380963127041
frontal,1.0
frontonasal,1.0
fru,1.0
fructan,0.9642653034397214
fructosamine,0.9378208514101434
fructose,0.8436762465195071
fructoseglycine,1.0
fructoselysine,0.9768538847553838
fructosuria,1.0
fruit,0.9618016651976503
fruiting,0.9257691952757959
fucose,0.9603085717504408
fucosylation,0.953587205859776
fucosyltransferases,1.0
fumagillin,0.9768538847553838
fumarate,0.9739294365526888
fumigaclavine,0.9763041935073041
fumigermin,1.0
fumiquinazoline,1.0
fumitremorgin,1.0
fumonisin,0.9732011049201901
funalenone,0.9691278768095908
function,0.3059149338171605
functionalization,0.5687291014049394
fundus,0.9763041935073041
fungal,0.6915322751387623
fungi,1.0
fungicide,1.0
fungiform,1.0
fungus,0.9188353173641929
furaldehyde,1.0
furfural,0.9564109262571703
furrow,0.9871275939373011
fused,1.0
fusion,0.7896451476175899
fusome,0.9739294365526888
futile,1.0
fviiia,1.0
fx,1.0
fyn,0.8963217460530136
fzd,1.0
g,0.4587100085436413
gaa,1.0
gaba,0.8246378128239751
gabab,0.7322203558173861
gabaergic,0.7200023123027586
gabanergic,1.0
gag,0.8835834827052657
gage,1.0
gagpol,0.9422398420713175
galactan,1.0
galactarate,0.9763041935073041
galactinol,1.0
galactitol,0.9799536548888202
galactoglucomannan,0.9785812245691146
galactolipid,0.9705953069199845
galactomannan,0.9730129171052837
galactonate,0.9711023738839035
galactosaminogalactan,1.0
galactosaminoglycan,0.9691278768095908
galactose,0.9411435301743574
galactosidases,1.0
galactosylation,1.0
galactosylceramide,0.9846713773730125
galactosyltransferase,1.0
galactosyltransferases,1.0
galactotriose,0.9626933361739061
galactoxylomannan,1.0
galacturonan,0.8086930642276446
galacturonate,0.97337811637404
galanergic,1.0
galanin,1.0
galct,1.0
gale,1.0
galectins,1.0
gallate,0.9806667986407631
gallbladder,0.9630414206282553
galm,1.0
galt,1.0
gamete,0.8599993472488476
gametophyte,0.9408502612715717
gamma,0.7728405598226963
ganglion,0.7243770188336653
ganglionic,0.8752485890546736
ganglioside,0.9825074055219598
gap,0.7654388264700976
garland,1.0
garp,1.0
gas,0.9014165007534205
gasdermins,1.0
gaseous,0.9416156266685046
gastric,0.9656520648728165
gastrin,0.9336482399374488
gastrointestinal,0.9824224698377938
gastrula,1.0
gastrulation,0.6691490975085924
gata,1.0
gated,0.737702523447083
gating,0.3944550726835934
gator,0.7240541810607892
gbaf,1.0
gbeta,1.0
gck,1.0
gclc,1.0
gdnf,1.0
gdp,0.9895720101059777
gefs,1.0
gelsolin,1.0
gemcitabine,1.0
gemins,1.0
gene,0.5973767475164393
general,0.6781648968256689
generate,1.0
generated,1.0
generation,0.6632346874313557
generative,1.0
generic,0.4613139992471688
genetic,0.9726524028729578
geniculate,1.0
genistein,0.983565603416541
genital,0.9812728211645825
genitalia,0.9221610915094591
genome,0.7279786986753982
genomic,0.980932109220796
gentamycin,0.978634488613058
gentian,0.96533666264665
geometric,0.8865962337736164
gephyrin,1.0
geraniol,0.9826390297050439
geranyl,0.9875037007339569
geranylgeranyl,0.978634488613058
geranylgeranylation,0.9833146957477471
gerfelin,0.9803242463979743
germ,0.6367821135633785
germinal,0.9446683153468972
germination,0.9559314454917067
germinativum,1.0
germline,0.9347366582399453
gestational,0.894828481577842
gfo,1.0
ggm,1.0
ghdd,1.0
ghrelin,0.9289119883758482
giant,0.9503902905952708
gibberellic,0.9744990344341583
gibberellin,0.9691642407482746
gin,1.0
gingiva,1.0
gingival,1.0
gip,1.0
girdle,1.0
gitelman,1.0
gla,1.0
gland,0.8075911832787077
glandular,0.6628594906373424
glaucoma,1.0
gli,1.0
glia,0.9677637781777759
glial,0.6786302375735005
gliding,0.9441719443395205
glioblast,0.9412735858619117
gliogenesis,0.898711764367079
gliosis,1.0
gliotoxin,0.9732011049201901
glipr,1.0
global,0.7330329606096109
globose,1.0
globoside,0.9872794991136876
globular,1.0
globus,1.0
glomerular,0.9333627619150311
glomerulus,0.9297667748989081
glomus,1.0
glossopharyngeal,1.0
glr,1.0
glucagon,0.9361125374188812
glucan,0.8063647201657749
glucarate,0.9710581713969566
glucocorticoid,0.9484932593960643
glucokinase,0.8599579587280625
glucomannan,0.9785812245691146
gluconate,0.9740126493419209
gluconeogenesis,0.9812728211645825
glucopyranosyl,0.9791919282315019
glucosamine,0.9538133435426623
glucosaminyl,1.0
glucose,0.8076230779589371
glucoside,0.9344364255516774
glucosinolate,0.9534521497312656
glucosuria,1.0
glucosylceramidase,1.0
glucosylceramidases,1.0
glucosylceramide,0.9830057243467151
glucosylglycerol,0.9920576290934452
glucosyltransferases,1.0
glucuronate,0.9348453155308503
glucuronidation,0.9353341129738085
glucuronoarabinoxylan,0.986061735337293
glucuronoside,1.0
glucuronosyltransferase,1.0
glucuronosyltransferases,1.0
glucuronoxylan,0.9773717639096667
glucuronylation,0.9839333548562403
glutamate,0.7456192192594434
glutamatergic,0.7384833314414703
glutamine,0.84581888082577
glutarate,1.0
glutaredoxin,1.0
glutarylation,1.0
glutathione,0.8353026464366753
glutathionylation,0.9763041935073041
gluth,1.0
glycan,1.0
glycation,0.8941002561200556
glyceraldehyde,0.9791919282315019
glycerate,1.0
glycerol,0.95392786352283
glycerolipid,0.6605097717368715
glycerone,1.0
glycerophosphate,1.0
glycerophosphodiester,1.0
glycerophospholipid,0.6240250187271854
glycine,0.9373510102628216
glycinergic,0.8821600871340105
glycocalyx,1.0
glycogen,0.6811525290935959
glycogenolysis,1.0
glycol,0.9134304119800786
glycolate,0.9778746763733186
glycolipid,0.8257908936543457
glycolysis,0.8882673124248853
glycolytic,0.9226815037213487
glycopeptide,1.0
glycophagy,1.0
glycoprotein,0.8262810496245929
glycosaminoglycan,0.5571669225168255
glycoside,0.5498726281987124
glycosome,1.0
glycosphingolipid,0.823140073190479
glycosyl,0.5761403981645459
glycosylase,1.0
glycosylases,1.0
glycosylation,0.6152020881612871
glycosylceramide,0.9597010988252127
glycosylphosphatidylinositol,1.0
glycosyltransferase,1.0
glycosyltransferases,0.30552283317484064
glycyrrhetinate,0.984566626890801
glyoxal,0.94317057136952
glyoxalase,1.0
glyoxylate,0.9359361761431033
glyoxysome,1.0
glyphosate,1.0
glypicans,1.0
gmp,0.9794289976443967
gne,1.0
goblet,0.8476325625499898
gold,0.8142444647388816
golgi,0.8093450397582064
golgin,1.0
golgins,0.8207219174006911
gonad,0.93511204585661
gonadal,1.0
gonadotropin,0.943974759579591
gonadtroph,1.0
gonocyte,1.0
gpcr,0.45952774438436006
gpcrs,1.0
gpi,0.9864789532306999
gpib,1.0
gracilis,1.0
gradient,0.9880331538457968
grain,1.0
gram,0.8207219174006911
gramicidin,1.0
granaticin,0.9652561163477827
granins,1.0
granular,1.0
granulated,1.0
granule,0.8208549366405304
granulocyte,0.880035939458561
granulocytopoietic,0.7371795875229327
granuloma,0.9799536548888202
granulopoiesis,1.0
granulosa,0.9246019682396011
granulosum,1.0
granulysin,1.0
granum,1.0
granzyme,0.9846602391067748
gravitaxis,0.9652561163477827
gravitropism,0.9652561163477827
gravity,0.8882937151319761
green,1.0
griseofulvin,1.0
grooming,1.0
gross,1.0
ground,1.0
group,0.8044534167860284
grouped,0.5005862429998346
growing,0.9739294365526888
growth,0.5769380985887099
gsi,1.0
gss,1.0
gtp,0.791546190482621
gtpase,0.586189478203837
gtpases,0.9027101692180974
guaiacyl,0.9652561163477827
guanine,0.839789059709023
guanosine,0.984247638876356
guanyl,1.0
guanylate,0.8252556137540337
guanylyl,1.0
guanylylation,1.0
guard,1.0
guidance,0.5627194099144488
guided,0.8413980909690922
guidepost,1.0
gut,0.7171148451930588
gw,0.9759961560615337
gynoecium,0.9723206490377598
gyrus,0.9579659713603053
h,0.8734554378830937
ha,1.0
habenula,1.0
habituation,1.0
haggsd,1.0
hair,0.8550424399803163
hairpin,1.0
haloacid,1.0
halogen,1.0
halogenated,0.7992457081591567
haloperidol,0.983565603416541
halotropism,1.0
haltere,1.0
haploid,0.5971680636798611
hard,1.0
harderian,1.0
hartnup,1.0
harvesting,0.953587205859776
hat,1.0
hatching,0.9657332993916291
haus,1.0
haustorium,0.959197265145573
hblrr,1.0
hcai,1.0
hcmv,0.8145392872458292
hcn,1.0
hd,0.8675785750847399
hdac,0.6108869401452475
hdacs,1.0
hdl,1.0
hdms,1.0
hdr,0.7858301521271541
head,0.9192055964505524
headful,1.0
healing,0.852839702142673
heart,0.805862675924483
heat,0.7403694896741945
heavy,0.6359123112676418
hect,0.8633294778605327
hedgehog,0.6444273076622152
helical,0.6165319558614263
helicase,0.7571534901228749
helicases,0.7212549587999854
helix,1.0
helper,0.9405497223707797
helvolic,0.9830695955078784
hemangioblast,1.0
hematopoietic,0.26580063571209994
heme,0.8925866975304577
hemicellulose,0.9388493357842869
hemidesmosome,1.0
hemochromatosis,1.0
hemocyte,0.896354465087623
hemoglobin,0.968759371067881
hemolymph,1.0
hemolysis,1.0
hemolytic,1.0
hemophilia,0.5507736709305114
hemopoiesis,0.7634727687499238
hemorrhagic,0.9716374532813619
hemostasis,0.6347398521729639
henle,0.9104073600824931
hensen,1.0
heparan,0.7929255112110872
heparanases,1.0
heparin,0.792532776307519
hepatic,0.9654073371262141
hepaticobiliary,1.0
hepatobiliary,1.0
hepatoblast,1.0
hepatocyte,0.9400806032467516
hepoxilin,0.9884278385022321
hepoxilins,1.0
heptadecane,0.9598568869968431
heptasaccharide,0.9539805565681072
herbicide,1.0
herbivore,1.0
hercynylcysteine,1.0
hereditary,1.0
hermaphrodite,0.9635533225868169
hermaphroditic,1.0
hesperadin,0.9816358770186568
hete,1.0
heterochromatin,0.9419072491940432
heterochronic,0.8776253979581501
heterocyst,1.0
heterodimer,1.0
heterodimerization,1.0
heteroduplex,0.9853782114137287
heterogeneous,1.0
heterokaryon,0.9593273295301493
heterooligomerization,0.9585502937530122
heteropentacyclic,0.7629366528895387
heterophilic,1.0
heterotetramerization,1.0
heterotrimer,0.7939595543887185
heterotrimeric,0.63876380791016
heterotrimerization,1.0
heterotypic,0.8948367300403709
hexa,1.0
hexachlorocyclohexane,0.9539630201578276
hexadecanal,0.9593071904140358
hexahydrogen,0.9919840386340377
hexakisphosphate,0.9788453571933844
hexamerization,1.0
hexane,1.0
hexaphosphate,0.9892246532391891
hexasaccharide,0.9539805565681072
hexb,1.0
hexitol,0.9303714182964797
hexokinase,0.745575780495374
hexosaminidases,1.0
hexose,0.776955685795716
hexuronate,0.9723206490377598
hexuronide,1.0
hftc,1.0
hg,1.0
hh,0.8248291536743847
hhat,1.0
hhrh,1.0
hibernation,1.0
high,0.8425886627393713
highly,1.0
hill,1.0
hillock,0.9294595990221115
hilus,1.0
hin,1.0
hindbrain,0.8659028267436035
hindgut,0.9786375636202752
hindlimb,0.9626933361739061
hinge,1.0
hip,0.9723206490377598
hippo,0.9772375415524925
hippocampal,0.9265462355886068
hippocampus,1.0
hira,1.0
histamine,0.8655799153461043
histaminergic,1.0
histatins,1.0
histidine,0.9312296087116001
histidyl,1.0
histoblast,1.0
histocompatibility,1.0
histogenesis,0.9392832096169815
histolysis,1.0
histone,0.7386259238854895
hiv,0.5738172952303617
hk,1.0
hlas,1.0
hlcs,1.0
hmae,1.0
hmag,1.0
hmahchd,1.0
hml,1.0
hnd,1.0
hnf,1.0
hnrnp,1.0
hofbauer,1.0
holliday,1.0
holoenzyme,0.9802037350987836
homeobox,0.6313370628884739
homeostasis,0.6439325046337399
homeostatic,0.5316026010841983
homeostatically,1.0
homer,1.0
homing,0.9716374532813619
homo,1.0
homocysteine,0.9495238008766937
homodimerization,0.8941002561200556
homogalacturonan,0.9602663278514244
homogentisate,0.9875037007339569
homoiothermy,1.0
homologous,0.7679822775544624
homologs,1.0
homology,0.8723979968098665
homomethionine,0.9691278768095908
homooligomerization,0.9656056084381281
homophilic,0.96738460854899
homoserine,0.9577514883294748
homotetramerization,0.978281516978709
homotrimerization,1.0
homotypic,0.8621542633052994
hook,0.9564109262571703
hop,1.0
hopanoid,0.9722206429082803
horizontal,0.9145991056557651
hormonal,1.0
hormone,0.5775506941252035
horn,1.0
host,0.581786576241621
hot,1.0
hotspot,0.8941002561200556
hox,0.8675785750847399
hoxl,1.0
hri,1.0
hrr,0.7220169607561653
hrsv,1.0
hscs,1.0
hse,1.0
hub,1.0
hulle,0.9739294365526888
human,0.9727703419001877
humidity,0.9611977913714338
humoral,0.8385107639066165
hunter,1.0
hur,1.0
hurler,1.0
hush,1.0
hx,1.0
hyalectan,1.0
hyalocyte,1.0
hyaloid,1.0
hyaluranon,0.96738460854899
hyaluronan,0.8388188065822272
hyaluronidase,1.0
hybrid,1.0
hydratase,0.8599579587280625
hydration,1.0
hydrocarbon,0.5973156348776807
hydrochloride,0.9759961560615337
hydrogen,0.9174480337892487
hydrolase,0.42265224544155366
hydrolases,1.0
hydrolysis,0.9671340754900217
hydroperoxide,0.9660242068052072
hydrostatic,0.983565603416541
hydrotropism,1.0
hydroxy,0.34370052705240006
hydroxyacetone,1.0
hydroxyalkanoate,0.8815168435044362
hydroxycarboxylic,1.0
hydroxycinnamate,1.0
hydroxycinnamic,1.0
hydroxyectoine,1.0
hydroxyisoflavone,0.9785110456712406
hydroxylase,1.0
hydroxylases,1.0
hydroxylation,0.8416860498740167
hydroxylysine,0.9846713773730125
hydroxymethyltransferase,1.0
hydroxyproline,1.0
hydroxyurea,0.9716374532813619
hydroxyvalerate,0.9367038603665153
hypendymal,1.0
hyperactivation,1.0
hyperbilirubinemia,1.0
hypercalciuria,1.0
hyperekplexia,1.0
hyperglycinuria,1.0
hypermethylation,1.0
hypermutation,0.9759961560615337
hyperosmotic,0.9767300992044771
hyperoxia,0.9791919282315019
hyperplasia,0.9614458748725833
hyperpolarization,0.964149541167395
hypersensitive,0.9843580615167096
hypersensitivity,0.9362008755828186
hypertrophic,1.0
hypertrophy,0.8989219090509162
hypha,0.9862845154123228
hyphal,1.0
hyphopodium,0.9641495411673949
hypoactivation,1.0
hypobaric,1.0
hypoblast,1.0
hypochlorite,1.0
hypochlorous,0.9691278768095908
hypochord,1.0
hypochromic,1.0
hypocretin,1.0
hypodermal,1.0
hypoglossal,1.0
hypomineralized,1.0
hypophosphatemic,1.0
hypophysis,1.0
hypotaurine,1.0
hypothalamic,0.9680811584069604
hypothalamus,0.9618024427123074
hypotonic,0.9753734084960127
hypouricemia,1.0
hypoxanthine,0.9683610143523739
hypoxia,0.8882540924681437
hypoxic,0.953587205859776
hypusine,1.0
hypusinylation,0.7322203558173861
ia,1.0
iap,1.0
iaps,1.0
ib,0.890406914360083
ichthyosis,1.0
icls,1.0
icos,1.0
icosahedral,1.0
icosanoid,0.8747632446001867
identity,0.8782661906658812
idh,1.0
idiopathic,1.0
idp,0.9884217596170005
ifd,1.0
ifn,1.0
ifna,1.0
ifnb,1.0
ifng,1.0
ifns,0.8703093901954077
ig,1.0
iga,0.9932930637219408
igcam,1.0
igd,0.9928483072556824
ige,0.9928754051346612
igf,1.0
igfbps,1.0
igg,0.9764498900695674
igh,1.0
igk,1.0
igl,1.0
iglon,1.0
igm,1.0
ii,0.5427314519412291
iia,0.9891246269293297
iib,0.9902651469068177
iid,1.0
iie,1.0
iif,1.0
iih,0.8929809535462605
iii,0.7709334225796476
iiia,1.0
iiib,1.0
iiic,1.0
iiid,1.0
iix,1.0
ikba,1.0
ikbkb,1.0
ikbke,0.9299357174810179
ikbkg,1.0
ikk,0.9917231392972794
ikkε,0.9215322246240168
ileal,1.0
ileum,1.0
ilicicolin,1.0
iloperidone,1.0
im,1.0
imaginal,0.8816740919244637
imap,1.0
imidacloprid,1.0
iminoglycinuria,1.0
imitative,0.9802037350987836
immature,0.7940863860620889
immobilization,0.9232603396477559
immune,0.4521986668917194
immunity,0.6814124265953152
immunodeficiency,1.0
immunoglobulin,0.644253956981166
immunological,0.8963961484932123
immunophilins,0.8207219174006911
immunoregulatory,1.0
imp,0.9801809884730691
impaired,1.0
impairment,0.8810679011303887
imperfecta,1.0
implantation,1.0
implicated,1.0
import,0.6807464282655511
importin,1.0
importins,1.0
imprinting,0.980932109220796
impulse,0.9642195765253141
inactivate,1.0
inactivated,1.0
inactivation,0.8480962626060248
inactive,1.0
inactivity,0.8958004281443538
inanimate,0.9626933361739061
incapacitation,1.0
incision,1.0
inclusion,0.923522387273739
incompletely,0.9408502612715717
incorporation,0.9555634960647427
incorrect,0.8832978481882533
increase,1.0
increased,0.9656366237505015
incretin,0.7322203558173861
incubation,1.0
independent,0.7552607739977258
indeterminate,1.0
indirect,0.9593273295301493
individualization,1.0
indolalkylamine,0.8615849883383364
indole,0.8393348909938021
indoleacetic,0.9587755014732203
indolebutyric,0.9867695050848009
induced,0.8434272285464918
inducer,1.0
induces,1.0
inducing,1.0
induction,0.7814324300037081
inductive,0.9234261112086766
infantile,1.0
infection,0.5864607383888704
infectious,1.0
inferior,0.9848908915631408
inflammasome,0.9532003919608733
inflammasomes,0.6218938936690361
inflammation,1.0
inflammatory,0.7799790583532944
inflation,1.0
inflorescence,0.9738668945132668
influence,0.9670949484002566
influenza,0.7052088806010252
influx,1.0
ingested,1.0
ingression,0.9867695050848009
inhat,1.0
inheritance,0.919266764037566
inhibin,0.9860964879627201
inhibited,1.0
inhibiting,1.0
inhibition,0.850708004247007
inhibitor,0.9746423701375048
inhibitory,0.7675084601888842
inhibits,1.0
initial,0.9299357174810179
initiated,0.8616676495399641
initiating,0.9791919282315019
initiation,0.7353539380725306
injection,1.0
injured,0.9482830310804544
injury,0.9303408748816161
innate,0.5468115130876646
inner,0.8751375507543918
innervation,1.0
inorganic,0.6588997220382361
inosine,0.9752899260095659
inositol,0.7510403950444563
insect,0.9763833832678879
insecticide,0.9088304238458847
insemination,1.0
insertion,0.8777524812378239
insipidus,1.0
instar,0.9508266205366444
instrumental,1.0
insulin,0.8205537758844448
insulinotropic,1.0
intact,0.9899890022895316
intake,1.0
integrase,1.0
integrated,0.9431668500309791
integration,0.7271965203895124
integrator,1.0
integrin,0.938490452501292
integrins,0.8255418226369754
integrity,0.9023722272765484
integument,1.0
intensity,0.8496312569573983
interacting,0.9276447809891852
interaction,0.4237486656736885
interactor,1.0
interacts,1.0
interatrial,1.0
intercalary,1.0
intercalated,0.9071140357218052
intercalation,1.0
intercellular,0.9438246639472047
interconversion,0.9354785987098507
interdental,1.0
interface,1.0
interference,0.9899755131450862
interfering,1.0
interferon,0.7724892472402288
interfollicle,1.0
interfollicular,1.0
interganglionic,1.0
intergenic,1.0
interkinetic,1.0
interlaminar,0.9831147062327625
interleukin,0.6311831712719355
interlobular,0.9472188817593121
interlobulary,1.0
intermediate,0.7099126450048965
intermedium,1.0
intermembrane,0.8258870180754149
intermicrovillar,1.0
interna,1.0
internal,0.9798401218697793
internalisation,1.0
internalization,0.944237671939663
interneuromast,1.0
interneuron,0.6770666015667299
interneurons,1.0
internodal,0.9146549975239172
internode,1.0
interphase,0.9372247368173228
interplexiform,0.9704754304183402
interrenal,0.9841599496086296
interrupted,1.0
interspecies,0.20413720806005445
interstitial,0.7195433497390742
interstrand,0.9843580615167096
interventricular,1.0
intervertebral,1.0
intestinal,0.6598664861467479
intestine,0.7572243906909647
intine,1.0
intolerance,1.0
intoxication,1.0
intracellular,0.4512485540311705
intrachromosomal,1.0
intraciliary,0.8399532344490743
intraepithelial,0.930278508644105
intraflagellar,0.6962397533665055
intrafusal,0.9519856974197866
intraglomerular,0.9602663278514244
intrahepatic,1.0
intralobular,1.0
intralumenal,0.9710234838910612
intramanchette,1.0
intramembranous,0.97474861343199
intranuclear,1.0
intraspecies,0.5852718691669494
intratelencephalic,0.9252620421775033
intratendonous,1.0
intrathalamica,1.0
intrinsic,0.7172340276742594
intron,0.978304225032708
intronic,0.9799536548888202
intronless,0.7434461510438677
intussusceptive,1.0
inulin,0.9722206429082803
invadopodia,1.0
invaginating,1.0
invagination,0.930062933125222
invariant,1.0
invasion,0.9731912686403474
invasive,0.9286293499728845
inversin,1.0
invertebrate,1.0
inverted,0.9810242194810285
involuntary,0.9755648763099458
involution,0.9670619511543729
involved,0.4461938781283665
involving,1.0
inward,0.7886638529468436
inwardly,0.768268133872599
iodide,0.9687758717226874
ion,0.47673573529486696
ionizing,0.9395281225877068
ionocyte,0.9606364949216322
ionomycin,0.983565603416541
ionotropic,0.8288031203231065
ip,1.0
ipaf,1.0
ipf,1.0
ipp,1.0
iprodione,1.0
ipt,1.0
iq,1.0
iqgaps,1.0
iqsec,1.0
irf,1.0
iridoblast,1.0
iridophore,0.9721608481399434
irinotecan,1.0
iris,1.0
iron,0.837069635518969
irreversible,1.0
irritable,1.0
irs,1.0
ischemia,1.0
ischemic,1.0
island,1.0
islet,1.0
isoaspartate,1.0
isobutanol,0.9603361779418356
isocitrate,1.0
isoflavonoid,0.9583485711451448
isogloboside,1.0
isolation,0.96533666264665
isoleucine,0.9770353154520417
isomerase,0.7393118831874907
isomerization,1.0
isooctane,0.9716374532813619
isopentenol,0.9759961560615337
isopentenyl,0.9760509040871236
isopeptidases,1.0
isopeptide,0.9851280625882967
isoprene,0.9743560150116526
isoprenoid,0.5950041183464547
isopropylamine,1.0
isopropylmalate,0.9864190519078238
isoquinoline,0.8748013359620649
isotropic,1.0
isotype,0.9739051459787885
isotypes,0.9923660460241509
isovaleric,1.0
isre,1.0
issd,1.0
isthmin,1.0
iswi,0.6108869401452475
itch,1.0
itd,0.9215322246240168
itp,0.9884217596170005
iv,0.9759642319219655
ix,0.7657810203888862
izumo,1.0
j,0.9734903449555233
jak,1.0
jamm,1.0
janus,1.0
jasmonic,0.9657227509499284
jawless,1.0
jdssdhd,1.0
jejunal,1.0
jejunum,1.0
jelly,1.0
jmd,1.0
jmjc,1.0
jnk,0.9699128876855179
jogging,1.0
joining,0.9842185619441595
joint,0.9577929196764421
josephin,1.0
juice,0.9799536548888202
jump,0.9791919282315019
jun,0.8650337347582076
junction,0.7554083573756608
junctional,0.45507924542706535
junctophilins,1.0
juvenile,0.9668162576788852
juxtaglomerular,0.9127532282261515
juxtaglomerulus,0.9610844956231781
juxtamembrane,1.0
juxtaparanode,0.983565603416541
k,0.8060125354979597
kaempferol,0.9875037007339569
kainate,0.8359107765875291
kainic,0.983565603416541
kallikrein,0.6689802025576735
kallikreins,1.0
kanamycin,0.978634488613058
kappa,0.8846332580904535
karrikin,1.0
karyogamy,0.9495756621511998
karyomere,1.0
karyosome,0.9770744278994978
kash,1.0
kaurenoic,1.0
kazal,1.0
kctd,1.0
kd,0.6927328609663963
kdel,1.0
kdr,1.0
keel,1.0
kelch,1.0
kenyon,1.0
keops,1.0
keratan,0.8324051620571975
keratin,0.708619802714072
keratinization,0.9215322246240168
keratinized,1.0
keratinizing,0.8317182310840663
keratinocyte,0.9162132408507346
keratinocytes,1.0
keratocyte,1.0
ketamine,1.0
ketoacid,1.0
ketogluconate,0.975294258690837
ketone,0.5826554286599752
kexin,1.0
key,1.0
khrz,1.0
khsrp,1.0
kic,1.0
kicstor,1.0
kidney,0.5434837066518392
killer,0.8392490306437381
killing,0.771396004394976
kinase,0.5064232302632588
kinesins,1.0
kinesis,0.8865962337736164
kinetics,1.0
kinetochore,0.8970801986679467
kinetoplast,1.0
kinin,0.7813277375659277
kir,1.0
kisspeptin,0.9422237384455324
kit,0.7068714580749025
kiv,1.0
kks,0.6689802025576735
kleisins,1.0
klf,1.0
klinokinesis,1.0
klotho,1.0
kmn,0.659139516321268
kmva,1.0
kn,1.0
kndy,0.9727441540088377
knee,1.0
known,1.0
kojic,0.98016212904039
koniocellular,1.0
ksrp,1.0
kupffer,1.0
kynurenic,0.983565603416541
kynurenine,0.9791919282315019
l,1.0
la,1.0
lab,1.0
labial,1.0
labrum,1.0
labyrinth,1.0
labyrinthine,1.0
lacrimal,0.9778304551782313
lactam,0.778095084861656
lactamase,1.0
lactate,0.9040739170658063
lactation,0.9796347036850749
lactic,1.0
lactiferous,0.9831114535357028
lactocyte,0.9746885439710792
lactoferrin,1.0
lactone,0.670076704664507
lactose,0.9504534151605465
lactosylceramide,0.9910119023292773
lafora,1.0
lagging,0.8267245984017718
lambda,0.8775319980138131
lambdoid,1.0
lamellipodium,0.947554916878287
lamellocyte,0.9821219363901934
lamin,1.0
lamina,0.9323446595489723
laminar,0.9738646144588577
laminaritriose,0.9626933361739061
lamination,1.0
laminin,1.0
lamins,1.0
land,1.0
langerhans,0.9615850017591162
lapatinib,1.0
lar,1.0
large,0.7630477538844137
larval,0.9062605277626604
larynx,1.0
late,0.6991247546047297
latency,0.9108779280650626
latent,0.7330329606096109
lateral,0.9069039400662465
lathosterol,1.0
lauric,1.0
layer,0.9001568096752987
lbd,1.0
lbp,1.0
ldl,1.0
lead,0.9772375415524925
leading,0.9024484242543086
leaf,0.9431766649662333
leaflet,0.9322566143122192
leak,1.0
learned,0.96533666264665
learning,0.8572371354878523
lectin,0.7458669804672262
lef,1.0
left,0.8981595951285622
leg,0.9658137754456679
leiomodins,1.0
leishmania,0.7409012767524893
leishmaniasis,1.0
lem,1.0
length,0.9531734030210895
lengthening,0.9803717019881965
lens,0.9244090682253526
leptin,0.978634488613058
leptomeningeal,0.9813404450828299
leptomeninx,0.9413970892686475
leptomycin,0.9816358770186568
leptotene,1.0
lesion,0.5846969673305336
letm,1.0
leucine,0.7588964508655431
leucoanthocyanidin,0.9816358770186568
leucoblast,1.0
leucophore,0.9721608481399434
leucoplast,0.9791919282315019
leukemia,0.9772487422823665
leukocyte,0.4131870318739656
leukotriene,0.939028846779636
leukotrienes,1.0
level,0.5543261400225552
lewis,1.0
lewy,0.9710234838910612
leydig,1.0
lfng,1.0
lgi,1.0
lhfpl,1.0
licking,1.0
lieberkuhn,1.0
life,0.5312798990793535
lifelong,1.0
lifespan,1.0
ligament,1.0
ligamentous,1.0
ligand,0.5788659444394538
ligase,0.7290828353657012
ligases,0.6258641414082482
ligation,0.9452146683611153
light,0.73285131501148
lignan,0.8060376151008316
lignin,0.9063135753964676
like,0.6885536466485522
lim,0.7874839570459056
limb,0.9293741341255496
limbal,1.0
limbic,1.0
limit,1.0
limitans,1.0
limitation,0.9710234838910612
limiting,1.0
limk,1.0
limonene,0.978634488613058
lims,1.0
lincomycin,0.97474861343199
line,0.6561680118201785
lineage,0.6771913369969063
linear,0.983681686291599
link,1.0
linkage,0.9261055014573585
linked,1.0
linker,0.7874839570459056
linoleic,0.8286179343262216
lip,1.0
lipase,0.6621572838151821
lipc,1.0
lipid,0.5120162133423573
lipidation,0.9172702677898467
lipins,1.0
lipoamide,1.0
lipoate,0.9813863117021857
lipocalins,1.0
lipogenesis,1.0
lipoic,0.9816358770186568
lipolysis,1.0
lipooligosaccharide,0.9090579926616106
lipopeptide,0.9458477773205834
lipophagy,0.974954712739334
lipopolysaccharide,0.9746574058517393
lipoprotein,0.7487665346143432
liposaccharide,0.7134978982444506
lipoteichoic,0.9672076958948004
lipoxin,0.9647469932356746
lipoxins,1.0
lipoxygenase,0.9845903932816056
lipoxygenases,1.0
lipoylation,1.0
liquefaction,1.0
liquid,1.0
listeria,0.8145392872458292
lithium,0.9735041493717388
littoral,1.0
lived,0.9527487381641004
liver,0.9786742903022084
llo,1.0
lncr,1.0
lncrna,0.9808111980055362
load,1.0
loading,0.9309459376732447
lobar,1.0
lobe,1.0
lobular,1.0
lobule,1.0
local,1.0
localization,0.32869479390238016
location,0.6809665511319718
